IAN,IPV,IAA,IPS,IPP
5.0,8.2,8.3,7.5,8.3
10.0,8.1,9.2,5.6,7.3
10.0,8.4,8.8,7.5,7.3
5.0,6.8,8.5,7.5,7.1
10.0,6.8,8.5,7.5,7.5
5.0,7.7,9.0,5.6,8.5
5.0,9.7,10.0,7.5,8.1
5.0,5.8,8.5,7.5,7.5
10.0,8.4,9.0,7.5,8.5
5.0,6.6,10.0,7.5,7.2
5.0,7.8,9.5,7.5,7.5
10.0,7.7,9.2,7.5,7.8
10.0,7.5,7.9,7.5,8.0
10.0,8.0,9.0,6.3,7.5
5.0,8.6,9.2,6.3,8.3
10.0,5.5,9.6,7.5,7.7
5.0,6.9,7.1,7.5,7.7
5.0,6.4,8.8,6.3,6.9
5.0,7.8,9.5,7.5,8.5
5.0,9.0,9.2,7.5,8.8
5.0,9.5,8.8,7.5,8.8
10.0,8.7,8.3,7.5,7.3
10.0,10.0,9.5,7.5,8.4
5.0,5.3,9.0,7.5,7.5
10.0,7.4,9.5,7.5,7.3
10.0,8.4,9.0,7.5,8.5
10.0,7.0,8.5,7.5,7.5
5.0,8.3,7.9,5.6,7.5
10.0,6.3,9.0,7.5,6.6
5.0,8.4,9.5,5.0,8.1
10.0,9.8,8.8,7.5,8.6
5.0,8.0,7.5,6.9,7.3
10.0,8.3,8.3,5.6,8.3
10.0,8.6,8.3,6.9,8.3
10.0,9.8,9.0,7.5,8.4
5.0,9.8,9.0,7.5,8.3
5.0,6.9,9.0,6.3,7.5
5.0,8.5,7.5,7.5,8.8
5.0,9.2,8.8,7.5,8.5
5.0,9.1,8.8,7.5,8.3
5.0,8.4,8.5,7.5,7.5
5.0,7.2,8.3,6.9,8.0
10.0,7.3,9.5,7.5,7.7
5.0,7.5,10.0,7.5,7.7
10.0,5.7,7.5,7.5,7.2
10.0,6.6,8.3,7.5,7.3
5.0,9.1,8.0,7.5,8.5
10.0,8.7,10.0,7.5,7.8
10.0,7.9,9.2,5.0,6.9
10.0,6.5,7.9,7.5,7.0
5.0,8.9,7.9,6.3,9.0
5.0,7.4,8.0,7.5,7.5
10.0,7.9,9.6,7.5,8.1
10.0,8.9,9.5,7.5,7.5
10.0,7.9,8.8,5.6,7.5
5.0,6.6,9.5,6.3,7.8
5.0,7.8,9.5,7.5,7.2
5.0,9.1,8.5,8.8,8.1
5.0,6.4,8.8,7.5,7.3
5.0,5.9,7.9,5.0,7.3
5.0,7.7,9.5,7.5,7.5
5.0,8.9,8.3,6.3,9.4
5.0,7.4,9.0,7.5,8.1
5.0,6.7,7.1,6.9,7.2
5.0,8.7,7.9,7.5,7.7
10.0,8.5,9.2,7.5,7.9
10.0,8.3,8.8,7.5,8.9
10.0,7.8,8.5,7.5,7.5
5.0,5.4,9.0,6.9,7.5
10.0,9.4,8.3,7.5,9.2
10.0,8.9,9.0,8.8,8.8
5.0,6.9,9.2,7.5,7.7
5.0,7.7,9.0,7.5,8.4
5.0,6.1,9.0,7.5,7.3
5.0,6.9,9.2,7.5,7.1
5.0,8.4,9.5,7.5,8.5
10.0,6.6,8.5,7.5,7.7
5.0,6.1,9.2,7.5,7.5
5.0,7.7,8.3,7.5,8.1
5.0,8.0,9.0,6.3,8.1
5.0,6.8,8.5,7.5,7.5
5.0,8.1,9.5,7.5,8.1
5.0,8.7,9.5,5.0,7.9
10.0,8.1,9.2,7.5,7.5
10.0,8.6,8.5,7.5,8.5
5.0,8.3,7.1,7.5,8.1
5.0,7.7,8.5,7.5,8.3
5.0,8.3,7.0,7.5,8.1
10.0,7.2,8.5,7.5,7.3
10.0,8.2,9.6,7.5,8.8
5.0,8.6,8.5,7.5,7.8
10.0,7.0,7.0,7.5,7.7
10.0,7.2,9.0,7.5,7.1
5.0,9.8,10.0,7.5,9.8
5.0,8.1,9.5,5.0,7.9
5.0,7.4,7.1,7.5,7.3
5.0,8.3,10.0,7.5,7.8
5.0,5.5,8.3,7.5,7.1
5.0,7.0,8.8,6.9,7.3
5.0,9.6,9.5,7.5,8.8
10.0,7.7,9.6,7.5,8.3
5.0,8.2,9.0,7.5,8.1
5.0,8.8,9.0,7.5,7.5
10.0,7.6,9.2,5.6,8.1
10.0,7.5,10.0,7.5,8.8
5.0,8.4,9.5,7.5,7.5
10.0,5.3,9.6,5.0,7.2
5.0,7.8,7.5,7.5,7.5
5.0,9.5,8.3,7.5,8.8
5.0,8.4,8.5,7.5,7.7
10.0,7.7,9.6,7.5,8.1
10.0,8.9,7.9,5.6,9.0
10.0,8.7,9.5,7.5,8.5
5.0,7.1,8.5,7.5,7.5
10.0,7.3,7.9,7.5,6.9
5.0,9.6,9.5,7.5,8.8
5.0,7.3,8.5,7.5,7.7
5.0,8.7,9.2,7.5,8.6
5.0,8.6,8.0,7.5,8.1
5.0,7.5,8.8,7.5,7.8
5.0,5.9,9.0,5.0,5.2
5.0,6.2,8.5,7.5,7.5
10.0,8.0,9.2,7.5,8.1
5.0,8.3,8.0,7.5,7.8
5.0,7.7,9.0,6.3,8.1
5.0,7.1,7.5,6.3,8.0
10.0,9.5,9.5,7.5,7.8
5.0,9.3,10.0,7.5,7.2
10.0,8.8,7.4,8.1,8.5
5.0,8.9,9.0,6.9,8.1
10.0,7.1,9.5,7.5,8.1
10.0,8.1,7.5,7.5,8.8
5.0,9.7,9.5,7.5,8.1
10.0,9.6,10.0,7.5,8.1
10.0,7.6,8.8,7.5,8.4
10.0,7.3,8.0,7.5,7.2
10.0,8.7,10.0,7.5,7.5
5.0,7.9,6.7,7.5,7.7
10.0,10.0,7.5,7.5,8.4
5.0,7.8,8.8,7.5,8.0
10.0,9.0,8.5,7.5,7.2
10.0,8.2,8.5,7.5,7.5
5.0,7.9,6.7,7.5,7.7
5.0,8.9,9.0,7.5,8.1
5.0,8.9,8.5,7.5,8.1
10.0,8.9,10.0,7.5,8.8
5.0,8.3,7.4,7.5,8.1
5.0,8.4,9.5,7.5,7.9
10.0,9.8,9.5,7.5,7.8
5.0,6.9,10.0,7.5,8.1
5.0,8.5,7.1,5.0,7.7
5.0,7.5,8.8,7.5,8.4
10.0,8.7,9.0,7.5,7.5
10.0,9.7,9.0,7.5,8.1
10.0,7.2,7.9,7.5,7.7
5.0,8.0,8.0,7.5,7.5
5.0,8.4,9.0,7.5,7.5
5.0,6.5,9.0,7.5,7.5
5.0,7.7,8.5,6.9,7.5
5.0,8.2,8.5,6.3,6.9
10.0,9.7,10.0,5.0,8.5
5.0,6.2,10.0,7.5,7.5
5.0,7.8,9.0,7.5,7.7
10.0,7.0,9.0,7.5,7.5
5.0,10.0,9.5,7.5,9.0
5.0,6.2,9.5,7.5,7.8
5.0,9.9,10.0,7.5,8.8
10.0,6.8,8.0,7.5,7.5
5.0,9.2,7.9,7.5,9.2
5.0,8.5,9.0,6.3,8.3
5.0,6.6,9.5,7.5,7.7
5.0,7.5,8.5,6.9,7.3
5.0,9.1,8.0,7.5,8.1
5.0,7.1,8.5,6.3,7.2
5.0,7.5,9.5,7.5,7.5
5.0,5.3,6.7,7.5,7.3
5.0,7.3,8.3,5.6,7.8
5.0,8.3,8.5,7.5,7.5
5.0,8.3,8.5,7.5,7.5
10.0,8.7,9.5,7.5,7.8
5.0,9.3,10.0,7.5,7.5
5.0,7.9,7.9,5.6,8.1
5.0,6.8,9.5,7.5,7.5
5.0,7.9,9.2,7.5,7.5
5.0,7.8,10.0,7.5,7.7
5.0,7.2,9.0,7.5,8.3
5.0,8.4,8.5,7.5,8.5
10.0,8.4,9.5,7.5,8.3
10.0,7.1,8.5,7.5,7.5
5.0,5.3,8.8,7.5,7.1
5.0,5.5,9.5,5.6,6.7
5.0,9.2,10.0,7.5,8.1
10.0,5.7,8.4,7.5,7.2
5.0,5.4,6.7,7.5,7.5
5.0,5.3,8.3,5.0,7.3
10.0,7.7,7.9,7.5,8.1
10.0,7.3,8.8,6.3,7.7
5.0,8.1,9.0,7.5,8.5
10.0,7.9,9.2,6.3,7.5
5.0,9.2,9.2,8.8,8.1
5.0,7.6,9.0,7.5,7.5
10.0,7.3,8.8,7.5,8.0
10.0,7.5,7.5,7.5,7.7
10.0,8.7,10.0,5.0,7.9
10.0,9.4,9.0,8.8,8.5
10.0,9.3,8.8,7.5,9.2
5.0,8.3,10.0,7.5,7.8
5.0,6.8,6.3,7.5,7.5
10.0,7.0,7.1,6.9,7.8
5.0,8.3,8.5,7.5,8.3
10.0,7.5,8.0,7.5,7.8
5.0,8.5,7.5,7.5,7.9
5.0,8.4,9.2,7.5,7.8
5.0,8.9,8.3,6.3,8.1
10.0,8.9,9.6,7.5,7.7
5.0,9.8,9.5,7.5,9.8
10.0,9.6,9.5,7.5,8.1
5.0,5.4,7.9,7.5,6.9
5.0,8.3,7.5,7.5,8.3
5.0,9.7,9.5,8.8,8.5
10.0,9.3,10.0,7.5,8.8
5.0,5.8,6.3,5.0,7.5
5.0,6.8,8.0,7.5,7.3
5.0,7.7,9.2,7.5,7.5
10.0,9.4,9.5,7.5,8.8
5.0,7.5,8.5,7.5,8.8
10.0,6.9,8.5,7.5,8.1
10.0,9.8,10.0,5.0,9.0
5.0,6.5,10.0,7.5,7.2
5.0,7.3,8.0,7.5,7.5
5.0,8.3,10.0,7.5,7.5
10.0,7.8,9.0,7.5,7.7
5.0,7.6,7.9,7.5,7.9
10.0,7.3,8.0,7.5,7.5
10.0,8.7,8.8,7.5,8.6
10.0,9.7,9.5,7.5,8.1
10.0,8.1,8.5,7.5,7.9
5.0,9.1,9.0,7.5,8.1
5.0,8.2,9.0,7.5,7.5
5.0,7.7,9.2,7.5,8.1
10.0,7.2,10.0,7.5,7.3
10.0,8.8,10.0,7.5,8.8
5.0,8.3,9.5,7.5,7.7
5.0,5.7,6.7,6.9,7.3
5.0,6.5,7.1,5.6,6.9
5.0,6.8,8.5,7.5,8.1
10.0,7.6,7.5,8.1,7.9
10.0,9.3,9.2,7.5,8.1
5.0,9.2,9.5,7.5,8.1
5.0,7.1,8.0,7.5,7.9
10.0,9.4,9.5,7.5,7.7
5.0,8.4,8.8,7.5,8.3
5.0,7.9,9.2,7.5,7.7
5.0,9.1,9.0,7.5,8.1
5.0,9.7,9.5,7.5,8.1
10.0,9.0,8.5,7.5,7.7
10.0,7.9,9.0,7.5,7.8
5.0,7.5,8.5,7.5,7.5
5.0,6.8,10.0,7.5,7.9
10.0,6.1,7.1,6.9,7.2
5.0,8.8,8.0,7.5,8.4
5.0,8.5,7.4,7.5,8.1
5.0,8.5,9.0,7.5,5.6
10.0,8.8,10.0,7.5,8.1
10.0,8.3,9.5,7.5,7.8
5.0,8.8,8.5,7.5,7.5
10.0,5.4,10.0,7.5,7.2
5.0,7.6,7.0,5.6,8.3
10.0,9.0,8.0,7.5,7.5
5.0,6.6,8.5,7.5,7.8
10.0,9.7,9.0,7.5,8.1
10.0,7.2,9.2,7.5,7.5
5.0,6.6,9.5,7.5,7.5
10.0,9.9,9.6,7.5,7.7
5.0,7.2,9.5,7.5,7.3
5.0,6.7,8.8,7.5,7.5
5.0,7.0,6.7,5.0,7.5
10.0,9.3,8.3,7.5,9.2
10.0,6.8,7.5,7.5,7.8
10.0,8.5,8.5,6.3,8.5
5.0,8.1,9.0,5.0,7.5
5.0,8.8,7.4,7.5,8.1
5.0,9.3,10.0,7.5,8.0
5.0,8.2,8.5,6.9,8.3
10.0,6.9,10.0,7.5,7.1
10.0,8.4,10.0,7.5,8.1
5.0,7.0,8.8,6.3,7.9
5.0,7.1,8.5,7.5,7.9
5.0,8.6,8.8,7.5,8.3
10.0,8.1,7.9,7.5,7.5
5.0,8.1,8.5,7.5,8.1
5.0,7.8,8.3,7.5,7.5
5.0,7.6,8.3,7.5,8.0
10.0,7.6,9.0,7.5,7.5
10.0,7.9,7.5,7.5,8.1
5.0,8.3,7.1,6.9,8.1
5.0,9.4,9.0,7.5,8.1
10.0,7.9,9.5,6.3,7.7
5.0,8.8,7.0,7.5,8.1
10.0,8.2,8.8,7.5,7.5
5.0,9.9,9.5,7.5,8.8
5.0,9.6,9.5,7.5,8.1
5.0,6.8,6.3,6.3,6.9
10.0,9.8,7.9,7.5,8.5
10.0,8.6,9.0,7.5,7.2
10.0,7.7,9.0,7.5,7.9
5.0,8.3,9.5,7.5,7.5
5.0,7.9,8.0,7.5,7.7
10.0,6.2,9.0,7.5,7.3
10.0,9.5,8.5,5.0,7.9
10.0,10.0,9.5,7.5,8.4
5.0,8.1,8.8,7.5,7.7
5.0,6.3,10.0,6.9,7.8
5.0,8.1,8.0,7.5,7.5
5.0,7.7,9.0,7.5,8.1
5.0,8.7,9.0,7.5,8.1
10.0,9.1,9.6,7.5,7.9
5.0,8.3,9.0,7.5,7.5
10.0,9.2,8.8,7.5,7.9
10.0,7.9,9.0,7.5,7.7
5.0,9.2,9.0,7.5,7.5
10.0,6.2,9.6,7.5,7.1
5.0,7.8,8.4,7.5,7.5
10.0,9.7,9.0,7.5,9.2
10.0,9.0,9.5,7.5,7.5
5.0,8.3,10.0,7.5,8.5
5.0,9.0,8.0,7.5,8.3
5.0,9.6,9.5,6.9,8.8
10.0,7.8,9.5,7.5,7.5
10.0,8.8,9.0,7.5,7.5
5.0,8.1,7.9,7.5,8.5
10.0,9.5,10.0,7.5,7.5
10.0,7.6,7.5,5.0,7.7
10.0,9.0,8.3,7.5,8.3
5.0,7.5,9.5,7.5,7.5
5.0,8.3,9.5,7.5,7.5
10.0,6.5,6.7,7.5,7.3
5.0,9.2,9.5,7.5,8.8
5.0,7.2,9.2,7.5,8.1
5.0,8.7,9.5,7.5,8.3
5.0,8.6,9.5,7.5,7.3
10.0,8.2,9.2,7.5,7.5
5.0,6.6,8.5,7.5,7.5
10.0,9.4,7.5,7.5,7.8
5.0,5.7,9.0,8.1,7.7
10.0,8.2,8.0,6.9,7.9
5.0,5.5,8.8,7.5,7.3
5.0,8.6,7.9,7.5,7.5
5.0,8.3,8.5,7.5,8.1
5.0,7.2,9.0,7.5,7.5
5.0,9.0,8.5,7.5,7.9
10.0,6.8,7.9,7.5,8.0
10.0,9.7,10.0,8.1,9.2
10.0,9.7,10.0,7.5,8.3
10.0,8.8,10.0,7.5,7.5
10.0,8.9,10.0,6.3,8.1
5.0,7.9,9.5,7.5,7.9
5.0,7.3,9.5,6.3,7.3
5.0,8.5,10.0,7.5,7.5
10.0,7.3,9.0,7.5,6.5
10.0,6.3,8.3,6.3,7.8
10.0,8.2,10.0,7.5,7.1
10.0,8.3,8.8,7.5,7.8
5.0,8.5,7.5,6.3,8.3
5.0,8.4,7.9,5.6,8.1
10.0,7.8,9.2,6.3,7.9
5.0,8.9,9.2,5.0,8.8
10.0,8.1,6.8,6.9,7.7
5.0,9.9,10.0,7.5,9.8
5.0,6.0,7.1,7.5,6.9
5.0,7.4,7.1,7.5,8.3
5.0,9.1,8.8,7.5,8.8
5.0,7.3,8.8,7.5,7.5
5.0,7.2,7.5,7.5,7.8
5.0,8.9,7.4,7.5,8.1
10.0,8.3,9.6,7.5,7.5
5.0,8.6,9.6,7.5,8.8
5.0,6.3,9.0,7.5,5.0
5.0,7.6,8.0,7.5,8.3
10.0,9.8,9.5,7.5,8.4
10.0,6.2,8.8,5.6,7.0
10.0,8.2,7.5,7.5,7.5
5.0,8.4,8.8,7.5,8.3
10.0,7.4,7.9,7.5,8.0
5.0,7.2,9.0,7.5,7.5
5.0,8.9,7.9,7.5,7.7
10.0,6.2,10.0,7.5,6.9
5.0,9.0,9.5,7.5,8.1
10.0,9.9,8.8,6.3,9.2
5.0,6.7,8.0,7.5,8.4
5.0,9.3,9.2,8.1,8.4
5.0,8.7,9.0,5.6,8.1
10.0,6.6,7.4,7.5,6.6
5.0,8.3,8.5,7.5,7.5
5.0,8.3,8.5,7.5,8.1
10.0,8.3,9.2,7.5,7.9
10.0,9.0,9.2,7.5,8.3
10.0,7.3,8.3,7.5,7.8
5.0,5.3,9.5,5.0,6.7
5.0,7.7,8.5,7.5,7.5
10.0,7.1,7.1,5.6,8.1
10.0,9.6,10.0,7.5,8.3
10.0,8.9,8.5,7.5,7.3
10.0,9.7,8.5,7.5,8.1
10.0,8.0,8.0,7.5,7.5
10.0,6.1,8.4,7.5,6.6
5.0,7.2,9.0,6.3,7.5
5.0,9.2,10.0,7.5,8.1
5.0,9.5,8.8,7.5,9.2
10.0,8.6,7.9,7.5,8.6
5.0,9.4,9.0,7.5,9.8
5.0,6.8,6.8,8.1,8.1
10.0,8.1,7.1,6.9,8.1
10.0,6.5,9.6,5.0,7.7
10.0,7.2,8.5,7.5,7.5
5.0,5.9,8.5,7.5,7.3
5.0,8.5,7.4,7.5,7.9
5.0,6.6,7.4,7.5,8.1
5.0,7.4,10.0,7.5,7.5
5.0,6.1,9.2,5.6,7.7
5.0,7.1,6.7,6.9,7.5
10.0,7.4,8.8,6.3,7.5
10.0,7.2,9.2,7.5,7.5
5.0,6.9,9.2,7.5,7.7
5.0,7.3,9.0,7.5,7.7
10.0,7.3,8.0,8.1,7.3
5.0,8.4,8.0,7.5,7.5
5.0,9.8,9.5,7.5,8.3
5.0,6.2,8.0,7.5,6.3
10.0,9.1,9.0,7.5,7.7
10.0,7.6,10.0,7.5,7.8
5.0,8.4,8.0,7.5,7.5
10.0,5.4,8.8,5.6,6.7
5.0,7.1,8.5,7.5,7.9
10.0,8.7,9.6,7.5,8.8
5.0,7.2,9.5,7.5,7.5
5.0,7.8,10.0,7.5,7.5
10.0,7.8,7.1,7.5,8.3
5.0,7.8,9.0,7.5,7.9
10.0,8.7,9.6,7.5,8.3
10.0,7.2,7.0,7.5,7.5
10.0,7.2,9.2,7.5,7.5
10.0,8.4,6.4,5.0,8.1
10.0,7.9,8.0,5.6,7.9
10.0,7.1,8.5,7.5,7.5
5.0,7.3,8.8,7.5,7.5
10.0,9.8,10.0,7.5,7.5
10.0,9.7,8.5,7.5,8.1
10.0,8.7,7.9,7.5,7.7
5.0,7.1,9.0,7.5,7.2
5.0,8.5,7.5,6.3,7.5
5.0,7916665.0,1000002.0,7.5,5625.0
5.0,8055553333333330.0,1000002.0,7.5,6.25
5.0,7833336666666660.0,641668.0,7.5,6458333333333330.0
10.0,7.5,9000020000000000.0,7.5,6.25
5.0,791667.0,1000002.0,7.5,59375.0
5.0,76250025.0,916668.0,5.0,765625.0
5.0,950001.0,8000020000000000.0,7.5,7083333333333330.0
5.0,6722219999999990.0,8500020000000000.0,6875.0,4791666666666660.0
5.0,7.5,950002.0,7.5,59375.0
5.0,8111113333333330.0,1000002.0,7.5,6666666666666660.0
10.0,8.5,1000002.0,7.5,5625.0
10.0,7166665.0,8000020000000000.0,7.5,46875.0
5.0,8333335.0,8000020000000000.0,7.5,65625.0
10.0,8249995.0,750002.0,7.5,3125.0
5.0,7083335.0,9000020000000000.0,7.5,59375.0
5.0,7111109999999990.0,9000020000000000.0,7.5,5625.0
5.0,8250005.0,1000002.0,7.5,5625.0
10.0,6666665.0,691668.0,7.5,53125.0
5.0,7.75,791667.0,7.5,734375.0
5.0,641666.0,7.5,7.5,7.5
5.0,77916675.0,583333.0,6.25,796875.0
5.0,7777779999999990.0,8500020000000000.0,7.5,6.25
5.0,720833.0,916668.0,6.25,734375.0
5.0,6777773333333330.0,7916679999999990.0,6.25,6.25
10.0,6888883333333330.0,8500020000000000.0,7.5,6041666666666660.0
5.0,7222223333333330.0,8500020000000000.0,7.5,6.25
5.0,4625.0,541667.0,6.25,5625.0
5.0,9250005.0,950002.0,7.5,65625.0
5.0,691666.0,9000020000000000.0,7.5,5625.0
5.0,7374995.0,791667.0,7.5,8125.0
5.0,7277773333333330.0,833334.0,5625.0,796875.0
5.0,738889.0,1000002.0,7.5,6.25
5.0,691666.0,950002.0,5625.0,5625.0
5.0,38333325.0,875001.0,7.5,484375.0
10.0,65416625.0,666667.0,7.5,734375.0
5.0,7916665.0,9000020000000000.0,5.0,59375.0
5.0,8.5,1000002.0,7.5,5625.0
10.0,861111.0,1000002.0,7.5,6666666666666660.0
5.0,62916575.0,833334.0,7.5,671875.0
5.0,74166675.0,791667.0,6875.0,7.5
10.0,827778.0,1000002.0,7.5,5833333333333330.0
5.0,8.25,1000002.0,8.75,5625.0
5.0,7833336666666660.0,691668.0,7.5,6666666666666660.0
10.0,720833.0,958335.0,7.5,734375.0
5.0,7.5,683334.0,5625.0,6.25
5.0,7750005.0,791667.0,7.5,6875.0
5.0,8833335.0,950002.0,5.0,5625.0
5.0,71250025.0,916668.0,5625.0,796875.0
10.0,90833375.0,958335.0,5625.0,890625.0
5.0,6888886666666660.0,5833320000000000.0,7.5,671875.0
5.0,7500003333333330.0,8500020000000000.0,7.5,6458333333333330.0
5.0,766666.0,950002.0,7.5,5625.0
10.0,558333.0,791667.0,7.5,7.5
5.0,72916625.0,791667.0,7.5,78125.0
5.0,72916625.0,875001.0,7.5,7.5
5.0,7444443333333330.0,9000020000000000.0,5.0,6.25
10.0,7416665.0,708333.0,6.25,765625.0
5.0,7833333333333330.0,7333340000000000.0,7.5,6041666666666660.0
5.0,7749995.0,950002.0,5625.0,5625.0
10.0,858333.0,1000002.0,7.5,5625.0
5.0,8083335.0,791668.0,7.5,5625.0
5.0,7666665.0,9000020000000000.0,7.5,5625.0
10.0,54166575.0,916668.0,5625.0,5625.0
5.0,7.25,950002.0,7.5,53125.0
10.0,761111.0,1000002.0,7.5,6.25
5.0,933334.0,1000002.0,7.5,65625.0
10.0,7249995.0,916668.0,6.25,734375.0
5.0,6777773333333330.0,8000020000000000.0,7.5,6458333333333330.0
10.0,7055549999999990.0,9000020000000000.0,7.5,6041666666666660.0
10.0,6888886666666660.0,9000020000000000.0,7.5,5416666666666660.0
5.0,7.5,9000020000000000.0,7.5,40625.0
5.0,6833329999999990.0,1000002.0,7.5,5625.0
5.0,7166665.0,9000020000000000.0,5625.0,5.0
5.0,7888893333333330.0,9000020000000000.0,5625.0,6875.0
10.0,695833.0,791667.0,4375.0,703125.0
5.0,7583335.0,8000020000000000.0,6875.0,53125.0
5.0,6624995.0,1000002.0,5625.0,71875.0
5.0,6833326666666660.0,9000020000000000.0,5.0,5625.0
5.0,9.0,1000002.0,7.5,5625.0
5.0,7416665.0,950002.0,5625.0,5625.0
10.0,6166660000000000.0,958335.0,7.5,7.5
5.0,841667.0,1000002.0,7.5,796875.0
5.0,7208335.0,875001.0,5.0,703125.0
5.0,8208335.0,833334.0,7.5,8125.0
5.0,8222223333333330.0,950002.0,7.5,6041666666666660.0
5.0,894445.0,1000002.0,5.0,6875.0
10.0,8125.0,833334.0,6875.0,8125.0
10.0,72499975.0,875001.0,5.0,703125.0
5.0,5999996666666660.0,349998.0,7.5,6.25
10.0,77083325.0,791667.0,5.0,7.5
5.0,649999.0,833334.0,5.0,71875.0
5.0,8583335.0,9000020000000000.0,5625.0,5625.0
5.0,761111.0,8500020000000000.0,7.5,6041666666666660.0
5.0,716666.0,950002.0,4375.0,5625.0
10.0,7333329999999990.0,8500020000000000.0,7.5,6041666666666660.0
5.0,6888883333333330.0,9000020000000000.0,6.25,6041666666666660.0
5.0,7999995.0,950002.0,5.0,5625.0
5.0,738889.0,750002.0,7.5,6041666666666660.0
5.0,683333.0,791667.0,7.5,71875.0
5.0,694444.0,641668.0,5.0,5625.0
10.0,7249995.0,833334.0,7.5,7.5
5.0,42916725.0,666666.0,5.0,515625.0
10.0,733333.0,950002.0,7.5,5625.0
10.0,7249995.0,8500020000000000.0,7.5,5625.0
5.0,7111109999999990.0,683334.0,7.5,6875.0
5.0,6000005.0,9000020000000000.0,6.25,53125.0
5.0,8333335.0,9000020000000000.0,7.5,65625.0
10.0,741666.0,950002.0,6875.0,46875.0
5.0,6388893333333330.0,950002.0,5.0,4375.0
5.0,6777773333333330.0,8500020000000000.0,7.5,6458333333333330.0
5.0,77499975.0,875001.0,5625.0,765625.0
5.0,7722223333333330.0,750002.0,7.5,6.25
5.0,695833.0,916668.0,5625.0,765625.0
5.0,7625.0,791667.0,7.5,765625.0
5.0,7944443333333330.0,833334.0,7.5,7.5
10.0,5833336666666660.0,950002.0,6875.0,6.25
5.0,7555556666666660.0,8000020000000000.0,7.5,6.25
5.0,7583335.0,8500020000000000.0,7.5,5625.0
5.0,8055556666666660.0,9000020000000000.0,7.5,6.25
5.0,5166655.0,950002.0,4375.0,28125.0
5.0,6777773333333330.0,950002.0,5625.0,3333333333333330.0
10.0,9083335.0,950002.0,7.5,65625.0
5.0,6611106666666660.0,1000002.0,7.5,6458333333333330.0
5.0,6166663333333330.0,950002.0,7.5,5833333333333330.0
5.0,47083275.0,875001.0,7.5,609375.0
5.0,7277773333333330.0,950002.0,7.5,5625.0
5.0,66666675.0,916668.0,5.0,8125.0
5.0,644444.0,1000002.0,6875.0,5625.0
5.0,583333.0,8000020000000000.0,5.0,4375.0
10.0,7916665.0,950002.0,7.5,5.0
10.0,7.5,950002.0,6.25,5.0
10.0,59999925.0,666666.0,6875.0,6875.0
10.0,7.5,8500020000000000.0,7.5,5625.0
5.0,8111106666666660.0,9000020000000000.0,7.5,6041666666666660.0
5.0,5583325.0,8500020000000000.0,5625.0,4375.0
5.0,483333.0,7916679999999990.0,5.0,4166666666666660.0
5.0,6944443333333330.0,9000020000000000.0,6875.0,6458333333333330.0
10.0,7333335.0,950002.0,7.5,53125.0
5.0,7.5,9000020000000000.0,6875.0,6041666666666660.0
5.0,616666.0,1000002.0,6875.0,46875.0
5.0,7.5,9000020000000000.0,7.5,6.25
10.0,8.0,1000002.0,6.25,46875.0
5.0,7416665.0,9000020000000000.0,7.5,53125.0
5.0,758333.0,950002.0,6875.0,5625.0
10.0,7499995.0,950002.0,7.5,5625.0
10.0,8.0,1000002.0,7.5,5625.0
10.0,733333.0,7416679999999990.0,7.5,6.25
5.0,6611106666666660.0,950002.0,7.5,6458333333333330.0
5.0,6416655.0,7916679999999990.0,4375.0,5.0
5.0,7833335.0,9000020000000000.0,7.5,6.25
10.0,6777773333333330.0,875001.0,6.25,78125.0
5.0,727778.0,1000002.0,7.5,6.25
10.0,838889.0,9000020000000000.0,5625.0,6666666666666660.0
5.0,78333325.0,916668.0,5625.0,734375.0
5.0,9.5,9000020000000000.0,6875.0,5625.0
10.0,7.5,9000020000000000.0,5.0,6.25
5.0,7555556666666660.0,8500020000000000.0,7.5,5833333333333330.0
5.0,68333275.0,833334.0,6.25,734375.0
5.0,5888883333333330.0,7.5,5.0,65625.0
5.0,772222.0,9000020000000000.0,7.5,6041666666666660.0
10.0,7708335.0,791667.0,7.5,8125.0
5.0,7388886666666660.0,8500020000000000.0,6875.0,6041666666666660.0
10.0,6777773333333330.0,9000020000000000.0,7.5,6458333333333330.0
5.0,7055553333333330.0,1000002.0,6875.0,6458333333333330.0
5.0,1000001.0,958335.0,10.0,8.75
5.0,46250025.0,708333.0,5.0,53125.0
10.0,866667.0,1000002.0,5625.0,5.0
10.0,7666666666666660.0,9000020000000000.0,7.5,6041666666666660.0
5.0,7499996666666660.0,1000002.0,7.5,6.25
10.0,7.5,1000002.0,7.5,5625.0
5.0,941667.0,1000002.0,7.5,59375.0
5.0,70833275.0,7916679999999990.0,6.25,734375.0
10.0,5999993333333330.0,541667.0,5.0,71875.0
5.0,841667.0,1000002.0,7.5,5625.0
10.0,670833.0,708333.0,5.0,734375.0
5.0,7333333333333330.0,950002.0,5.0,5416666666666660.0
5.0,7055553333333330.0,641668.0,5625.0,6.25
10.0,5055556666666660.0,666667.0,7.5,6.25
5.0,866667.0,950002.0,7.5,5625.0
10.0,8222226666666660.0,1000002.0,7.5,6875.0
5.0,6944436666666660.0,950002.0,7.5,5833333333333330.0
5.0,5833336666666660.0,691668.0,5.0,6041666666666660.0
5.0,9083335.0,8500020000000000.0,7.5,5625.0
10.0,8416665.0,8500020000000000.0,7.5,6.25
10.0,7625.0,833334.0,7.5,8125.0
